cluster,disease,gene_set,odds_ratio,ci_low,ci_high,p_value,p_adj_fdr,cluster_size,in_cluster_in_disease,in_cluster_not_disease,not_cluster_in_disease,not_cluster_not_disease,intersecting_genes,negative_control_disease
27,asthma,regulators,1.3150221493084708,0.7574541746063082,2.182818889399582,0.17083652800964644,1.0,215,20.0,195.0,119.0,1526.0,"['NMT1', 'CRTAP', 'SLC27A3', 'BRD10', 'ZNF512B', 'ZBTB9', 'ACSL6', 'CEP57', 'NPAS2', 'ICOS', 'PRXL2B', 'CKAP4', 'CEP43', 'NUDT19', 'CTSF', 'CCR4', 'CHEK2', 'IL21', 'LBH', 'ZNF18']",False
27,atopic eczema,regulators,0.48127674840610724,0.09499077838411428,1.516157433646126,0.9411876780531514,1.0,215,3.0,212.0,47.0,1598.0,"['CCR4', 'ACSL6', 'BAZ1A']",False
27,autoimmune disease,regulators,1.0520960027727237,0.7132177528776584,1.5239532235897906,0.4223909599784389,1.0,215,41.0,174.0,301.0,1344.0,"['TMEM87B', 'SEC24A', 'CAV1', 'RIPK1', 'C1orf115', 'SRSF11', 'BARX1', 'HNF4A', 'TPD52L1', 'TBC1D14', 'BRD10', 'IL23R', 'CRY1', 'RCN1', 'DOCK2', 'LBH', 'ZMYM2', 'AHR', 'PDK1', 'CEP57', 'CSK', 'NPAS2', 'ICOS', 'USP13', 'PRXL2B', 'CEP43', 'CTSF', 'IL9', 'STARD10', 'DEF8', 'INPP5K', 'SNPH', 'PTGER3', 'INSR', 'PIGH', 'IL21', 'SP140L', 'COX5B', 'C1orf21', 'TNS1', 'PPIF']",False
27,celiac disease,regulators,1.149673272475795,0.2169633687487194,3.924877047111398,0.5070917376525713,1.0,215,3.0,212.0,20.0,1625.0,"['PPIF', 'IL21', 'IL23R']",False
27,chronic kidney disease,regulators,0.59857252136174,0.11719533530472229,1.9124755110943603,0.8705112283316314,1.0,215,3.0,212.0,38.0,1607.0,"['NFAT5', 'PPIF', 'SOCS5']",True
27,coronary artery disease,regulators,0.912043822555025,0.4857289172682855,1.6022366474563705,0.6694008854305983,1.0,215,15.0,200.0,125.0,1520.0,"['NFAT5', 'LOXL4', 'ATP2B1', 'UHRF1', 'MIA3', 'HNF4A', 'DNAH3', 'LRP6', 'DYNC2H1', 'CEP57', 'BLZF1', 'TNS1', 'ZNF18', 'FLT1', 'DLG4']",True
27,inflammatory bowel disease,regulators,1.0089998992995697,0.558054953897136,1.723856174312549,0.528796437548325,1.0,215,17.0,198.0,129.0,1516.0,"['DOCK2', 'CEP43', 'AHR', 'PDK1', 'PRXL2B', 'C1orf115', 'RIPK1', 'IL21', 'CTSF', 'SP140L', 'SRSF11', 'HNF4A', 'TPD52L1', 'TBC1D14', 'PPIF', 'BRD10', 'IL23R']",False
27,multiple sclerosis,regulators,0.9350978762769495,0.3233477242698421,2.2220744073746954,0.6254871788163998,1.0,215,6.0,209.0,49.0,1596.0,"['TMEM87B', 'PRXL2B', 'STARD10', 'CEP57', 'LBH', 'BRD10']",False
27,psoriasis,regulators,0.7210059224210598,0.2518411097270852,1.6875562126197754,0.8282696272266747,1.0,215,6.0,209.0,63.0,1582.0,"['AHR', 'IL21', 'SP140L', 'PPIF', 'IL23R', 'BAZ1A']",False
74,chronic kidney disease,regulators,,,,1.0,1.0,11,,,,,[],True
27,rheumatoid arthritis,regulators,1.155590651334107,0.6245404585482234,2.013955490105259,0.34389546334129445,1.0,215,16.0,199.0,107.0,1538.0,"['ZMYM2', 'PIGH', 'CEP43', 'AHR', 'LBH', 'SRSF11', 'BARX1', 'SP140L', 'CEP57', 'NPAS2', 'C1orf21', 'ICOS', 'USP13', 'PRXL2B', 'IL23R', 'PTGER3']",False
27,type 1 diabetes mellitus,regulators,0.5402368361589068,0.1061966601927256,1.7140161848838733,0.9081356602529804,1.0,215,3.0,212.0,42.0,1603.0,"['IL21', 'IL23R', 'ATP2B1']",False
27,ulcerative colitis,regulators,1.4139437801593615,0.6835585070799873,2.69583349835396,0.18182353373422364,1.0,215,12.0,203.0,66.0,1579.0,"['DOCK2', 'CEP43', 'AHR', 'CTSF', 'C1orf115', 'IL21', 'SRSF11', 'HNF4A', 'SP140L', 'TPD52L1', 'PRXL2B', 'IL23R']",False
45,Crohn's disease,regulators,,,,1.0,1.0,8,,,,,[],False
45,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,8,,,,,[],False
45,age-related macular degeneration,regulators,,,,1.0,1.0,8,,,,,[],True
45,ankylosing spondylitis,regulators,,,,1.0,1.0,8,,,,,[],False
45,atopic eczema,regulators,,,,1.0,1.0,8,,,,,[],False
45,celiac disease,regulators,,,,1.0,1.0,8,,,,,[],False
45,chronic kidney disease,regulators,,,,1.0,1.0,8,,,,,[],True
45,coronary artery disease,regulators,,,,1.0,1.0,8,,,,,[],True
27,systemic lupus erythematosus,regulators,0.4397877639184915,0.11531830843227421,1.1970251700770074,0.9750764872360421,1.0,215,4.0,211.0,68.0,1577.0,"['CSK', 'RCN1', 'IL23R', 'LBH']",False
37,celiac disease,regulators,,,,1.0,1.0,9,,,,,[],False
37,chronic kidney disease,regulators,,,,1.0,1.0,9,,,,,[],True
37,coronary artery disease,regulators,1.5391400111158478,0.03445148932522806,11.61917174422316,0.5063113278063327,1.0,9,1.0,8.0,139.0,1712.0,['PPCS'],True
86,multiple sclerosis,regulators,,,,1.0,1.0,12,,,,,[],False
86,psoriasis,regulators,,,,1.0,1.0,12,,,,,[],False
86,rheumatoid arthritis,regulators,2.8520284749125735,0.30060296375485157,13.602354696733705,0.18580748314785211,1.0,12,2.0,10.0,121.0,1727.0,"['CDK5RAP3', 'MAU2']",False
86,systemic lupus erythematosus,regulators,,,,1.0,1.0,12,,,,,[],False
86,type 1 diabetes mellitus,regulators,3.722216043778852,0.08469186637148352,26.657755918395345,0.25530139090943205,1.0,12,1.0,11.0,44.0,1804.0,['CDK5RAP3'],False
86,ulcerative colitis,regulators,,,,1.0,1.0,12,,,,,[],False
107,Crohn's disease,regulators,3.4859729905567316,0.0774610810863003,26.664335821431344,0.27446520311471645,1.0,9,1.0,8.0,64.0,1787.0,['THAP12'],False
107,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,9,,,,,[],False
107,age-related macular degeneration,regulators,,,,1.0,1.0,9,,,,,[],True
107,ankylosing spondylitis,regulators,,,,1.0,1.0,9,,,,,[],False
107,asthma,regulators,1.5511893723521553,0.03471962997867258,11.711077290972623,0.5037160018426978,1.0,9,1.0,8.0,138.0,1713.0,['DTWD1'],False
107,atopic eczema,regulators,,,,1.0,1.0,9,,,,,[],False
107,autoimmune disease,regulators,1.2695725814097292,0.12814609103150157,6.706985588418464,0.5140677872086362,1.0,9,2.0,7.0,340.0,1511.0,"['THAP12', 'CCDC136']",False
107,celiac disease,regulators,,,,1.0,1.0,9,,,,,[],False
107,chronic kidney disease,regulators,5.6467232645275685,0.12446603230732664,43.83707677467126,0.18212347215878313,1.0,9,1.0,8.0,40.0,1811.0,['THAP12'],True
107,coronary artery disease,regulators,1.5391400111158478,0.03445148932522806,11.61917174422316,0.5063113278063327,1.0,9,1.0,8.0,139.0,1712.0,['HSD17B12'],True
107,inflammatory bowel disease,regulators,1.4703313666793587,0.032919787690750844,11.09462465999108,0.521631501091819,1.0,9,1.0,8.0,145.0,1706.0,['THAP12'],False
107,multiple sclerosis,regulators,,,,1.0,1.0,9,,,,,[],False
107,psoriasis,regulators,,,,1.0,1.0,9,,,,,[],False
107,rheumatoid arthritis,regulators,,,,1.0,1.0,9,,,,,[],False
107,systemic lupus erythematosus,regulators,,,,1.0,1.0,9,,,,,[],False
86,inflammatory bowel disease,regulators,,,,1.0,1.0,12,,,,,[],False
107,type 1 diabetes mellitus,regulators,,,,1.0,1.0,9,,,,,[],False
86,coronary artery disease,regulators,1.117653924801738,0.025784338073021097,7.792450906928623,0.610124193024574,1.0,12,1.0,11.0,139.0,1709.0,['MAU2'],True
86,celiac disease,regulators,,,,1.0,1.0,12,,,,,[],False
61,ankylosing spondylitis,regulators,,,,1.0,1.0,19,,,,,[],False
61,asthma,regulators,0.6857067926752969,0.01633812487281214,4.408078634074726,0.7730953553986414,1.0,19,1.0,18.0,138.0,1703.0,['DCAKD'],False
61,atopic eczema,regulators,,,,1.0,1.0,19,,,,,[],False
61,autoimmune disease,regulators,,,,1.0,1.0,19,,,,,[],False
61,celiac disease,regulators,,,,1.0,1.0,19,,,,,[],False
61,chronic kidney disease,regulators,,,,1.0,1.0,19,,,,,[],True
61,coronary artery disease,regulators,2.33061165604111,0.42996817250641267,8.286222582175288,0.1672693382767041,1.0,19,3.0,16.0,137.0,1704.0,"['DNAH3', 'RHOF', 'FHL1']",True
61,inflammatory bowel disease,regulators,,,,1.0,1.0,19,,,,,[],False
61,multiple sclerosis,regulators,,,,1.0,1.0,19,,,,,[],False
61,psoriasis,regulators,,,,1.0,1.0,19,,,,,[],False
61,rheumatoid arthritis,regulators,,,,1.0,1.0,19,,,,,[],False
61,systemic lupus erythematosus,regulators,,,,1.0,1.0,19,,,,,[],False
61,type 1 diabetes mellitus,regulators,,,,1.0,1.0,19,,,,,[],False
61,ulcerative colitis,regulators,,,,1.0,1.0,19,,,,,[],False
86,Crohn's disease,regulators,,,,1.0,1.0,12,,,,,[],False
86,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,12,,,,,[],False
86,age-related macular degeneration,regulators,,,,1.0,1.0,12,,,,,[],True
86,ankylosing spondylitis,regulators,,,,1.0,1.0,12,,,,,[],False
86,asthma,regulators,1.1264063801211945,0.025985048201647435,7.854171656451171,0.6073866215303052,1.0,12,1.0,11.0,138.0,1710.0,['RBM5'],False
86,atopic eczema,regulators,,,,1.0,1.0,12,,,,,[],False
86,autoimmune disease,regulators,0.8871138568413538,0.09409558221283504,4.190347548585865,0.6774886379001601,1.0,12,2.0,10.0,340.0,1508.0,"['CDK5RAP3', 'MAU2']",False
86,chronic kidney disease,regulators,,,,1.0,1.0,12,,,,,[],True
107,ulcerative colitis,regulators,,,,1.0,1.0,9,,,,,[],False
51,age-related macular degeneration,regulators,,,,1.0,1.0,23,,,,,[],True
51,atopic eczema,regulators,,,,1.0,1.0,23,,,,,[],False
91,celiac disease,regulators,,,,1.0,1.0,10,,,,,[],False
91,chronic kidney disease,regulators,5.0179369082622625,0.1119422175168177,37.75081002126271,0.2002395919002687,1.0,10,1.0,9.0,40.0,1810.0,['L2HGDH'],True
91,coronary artery disease,regulators,1.367443143150892,0.030983903050634146,9.99266536217603,0.5436513678425906,1.0,10,1.0,9.0,139.0,1711.0,['VEZT'],True
91,inflammatory bowel disease,regulators,,,,1.0,1.0,10,,,,,[],False
91,multiple sclerosis,regulators,,,,1.0,1.0,10,,,,,[],False
91,psoriasis,regulators,,,,1.0,1.0,10,,,,,[],False
91,rheumatoid arthritis,regulators,,,,1.0,1.0,10,,,,,[],False
91,systemic lupus erythematosus,regulators,,,,1.0,1.0,10,,,,,[],False
91,type 1 diabetes mellitus,regulators,,,,1.0,1.0,10,,,,,[],False
91,ulcerative colitis,regulators,,,,1.0,1.0,10,,,,,[],False
59,Crohn's disease,regulators,3.4859729905567316,0.0774610810863003,26.664335821431344,0.27446520311471645,1.0,9,1.0,8.0,64.0,1787.0,['HDAC7'],False
59,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,9,,,,,[],False
59,age-related macular degeneration,regulators,,,,1.0,1.0,9,,,,,[],True
59,ankylosing spondylitis,regulators,3.4859729905567316,0.0774610810863003,26.664335821431344,0.27446520311471645,1.0,9,1.0,8.0,64.0,1787.0,['HDAC7'],False
59,asthma,regulators,1.5511893723521553,0.03471962997867258,11.711077290972623,0.5037160018426978,1.0,9,1.0,8.0,138.0,1713.0,['HDAC7'],False
59,atopic eczema,regulators,,,,1.0,1.0,9,,,,,[],False
59,autoimmune disease,regulators,0.5536640834284449,0.012438354223376828,4.152649496588771,0.8400702612652662,1.0,9,1.0,8.0,341.0,1510.0,['HDAC7'],False
59,celiac disease,regulators,,,,1.0,1.0,9,,,,,[],False
59,chronic kidney disease,regulators,,,,1.0,1.0,9,,,,,[],True
59,coronary artery disease,regulators,,,,1.0,1.0,9,,,,,[],True
59,inflammatory bowel disease,regulators,1.4703313666793587,0.032919787690750844,11.09462465999108,0.521631501091819,1.0,9,1.0,8.0,145.0,1706.0,['HDAC7'],False
91,autoimmune disease,regulators,,,,1.0,1.0,10,,,,,[],False
91,atopic eczema,regulators,,,,1.0,1.0,10,,,,,[],False
91,asthma,regulators,,,,1.0,1.0,10,,,,,[],False
91,ankylosing spondylitis,regulators,,,,1.0,1.0,10,,,,,[],False
51,celiac disease,regulators,,,,1.0,1.0,23,,,,,[],False
51,coronary artery disease,regulators,0.555402962878548,0.01335941930542202,3.488910036681012,0.8365038527332587,1.0,23,1.0,22.0,139.0,1698.0,['TET2'],True
32,Crohn's disease,regulators,,,,1.0,1.0,11,,,,,[],False
32,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,11,,,,,[],False
32,age-related macular degeneration,regulators,,,,1.0,1.0,11,,,,,[],True
32,ankylosing spondylitis,regulators,,,,1.0,1.0,11,,,,,[],False
32,asthma,regulators,1.2396981839695376,0.028366602466602844,8.82839818001961,0.5754724346254588,1.0,11,1.0,10.0,138.0,1711.0,['FOXK1'],False
32,atopic eczema,regulators,,,,1.0,1.0,11,,,,,[],False
32,autoimmune disease,regulators,0.44237695851785086,0.010160765624146702,3.128209955838924,0.8937224187270355,1.0,11,1.0,10.0,341.0,1508.0,['FOXK1'],False
32,celiac disease,regulators,,,,1.0,1.0,11,,,,,[],False
61,age-related macular degeneration,regulators,,,,1.0,1.0,19,,,,,[],True
32,chronic kidney disease,regulators,,,,1.0,1.0,11,,,,,[],True
32,inflammatory bowel disease,regulators,1.1750633309069582,0.02689596548000943,8.363255607440127,0.5941379919552859,1.0,11,1.0,10.0,145.0,1704.0,['FOXK1'],False
32,multiple sclerosis,regulators,,,,1.0,1.0,11,,,,,[],False
32,psoriasis,regulators,,,,1.0,1.0,11,,,,,[],False
32,rheumatoid arthritis,regulators,,,,1.0,1.0,11,,,,,[],False
32,systemic lupus erythematosus,regulators,,,,1.0,1.0,11,,,,,[],False
32,type 1 diabetes mellitus,regulators,4.0959969304506405,0.09245100632001858,29.93922659892873,0.2367252060928714,1.0,11,1.0,10.0,44.0,1805.0,['RRAGA'],False
32,ulcerative colitis,regulators,,,,1.0,1.0,11,,,,,[],False
91,Crohn's disease,regulators,,,,1.0,1.0,10,,,,,[],False
91,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,10,,,,,[],False
91,age-related macular degeneration,regulators,,,,1.0,1.0,10,,,,,[],True
32,coronary artery disease,regulators,,,,1.0,1.0,11,,,,,[],True
61,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,19,,,,,[],False
61,Crohn's disease,regulators,,,,1.0,1.0,19,,,,,[],False
48,ulcerative colitis,regulators,,,,1.0,1.0,13,,,,,[],False
111,asthma,regulators,,,,1.0,1.0,10,,,,,[],False
111,atopic eczema,regulators,,,,1.0,1.0,10,,,,,[],False
111,celiac disease,regulators,,,,1.0,1.0,10,,,,,[],False
111,systemic lupus erythematosus,regulators,,,,1.0,1.0,10,,,,,[],False
111,type 1 diabetes mellitus,regulators,,,,1.0,1.0,10,,,,,[],False
100,Crohn's disease,regulators,,,,1.0,1.0,13,,,,,[],False
100,Hashimoto's thyroiditis,regulators,3.576726002161307,0.08185309813559806,25.234851951927848,0.26292307712805957,1.0,13,1.0,12.0,42.0,1805.0,['CBLB'],False
100,age-related macular degeneration,regulators,,,,1.0,1.0,13,,,,,[],True
100,ankylosing spondylitis,regulators,2.3200495807601995,0.053484076762492935,16.1320370041457,0.37120788189326925,1.0,13,1.0,12.0,64.0,1783.0,['AMD1'],False
100,asthma,regulators,,,,1.0,1.0,13,,,,,[],False
100,atopic eczema,regulators,3.0546542651068114,0.07011800734638127,21.421067442457208,0.29911333375201593,1.0,13,1.0,12.0,49.0,1798.0,['GLS'],False
100,autoimmune disease,regulators,1.334287451249295,0.23472019825141913,5.218847290004714,0.4380869519846911,1.0,13,3.0,10.0,339.0,1508.0,"['CBLB', 'AMD1', 'GLS']",False
100,celiac disease,regulators,,,,1.0,1.0,13,,,,,[],False
100,chronic kidney disease,regulators,,,,1.0,1.0,13,,,,,[],True
100,coronary artery disease,regulators,1.0239676389194106,0.023785084980850153,7.015270641588393,0.6396602390075607,1.0,13,1.0,12.0,139.0,1708.0,['BPTF'],True
100,inflammatory bowel disease,regulators,,,,1.0,1.0,13,,,,,[],False
100,multiple sclerosis,regulators,2.7645020037680634,0.06356503294063057,19.321307073193754,0.32395139308205423,1.0,13,1.0,12.0,54.0,1793.0,['CBLB'],False
100,psoriasis,regulators,,,,1.0,1.0,13,,,,,[],False
100,rheumatoid arthritis,regulators,2.5915427044214066,0.27611814167880855,12.074289550480955,0.21058455613771093,1.0,13,2.0,11.0,121.0,1726.0,"['CBLB', 'AMD1']",False
100,systemic lupus erythematosus,regulators,2.0833477925232717,0.048093835480399326,14.446790703544872,0.40245218770205,1.0,13,1.0,12.0,71.0,1776.0,['GLS'],False
100,type 1 diabetes mellitus,regulators,,,,1.0,1.0,13,,,,,[],False
111,age-related macular degeneration,regulators,,,,1.0,1.0,10,,,,,[],True
111,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,10,,,,,[],False
95,ulcerative colitis,regulators,,,,1.0,1.0,21,,,,,[],False
95,type 1 diabetes mellitus,regulators,,,,1.0,1.0,21,,,,,[],False
37,inflammatory bowel disease,regulators,1.4703313666793587,0.032919787690750844,11.09462465999108,0.521631501091819,1.0,9,1.0,8.0,145.0,1706.0,['PPCDC'],False
37,multiple sclerosis,regulators,,,,1.0,1.0,9,,,,,[],False
37,psoriasis,regulators,,,,1.0,1.0,9,,,,,[],False
37,rheumatoid arthritis,regulators,,,,1.0,1.0,9,,,,,[],False
37,systemic lupus erythematosus,regulators,3.130506860921948,0.06965504525464214,23.887560709016647,0.29959120322682836,1.0,9,1.0,8.0,71.0,1780.0,['PPCDC'],False
37,type 1 diabetes mellitus,regulators,,,,1.0,1.0,9,,,,,[],False
37,ulcerative colitis,regulators,,,,1.0,1.0,9,,,,,[],False
95,Crohn's disease,regulators,,,,1.0,1.0,21,,,,,[],False
95,Hashimoto's thyroiditis,regulators,2.1380233520005705,0.05042812159459006,14.017990412834447,0.3897433024231119,1.0,21,1.0,20.0,42.0,1797.0,['MBIP'],False
95,age-related macular degeneration,regulators,,,,1.0,1.0,21,,,,,[],True
100,ulcerative colitis,regulators,,,,1.0,1.0,13,,,,,[],False
95,ankylosing spondylitis,regulators,,,,1.0,1.0,21,,,,,[],False
95,atopic eczema,regulators,,,,1.0,1.0,21,,,,,[],False
95,autoimmune disease,regulators,0.7375727449032731,0.13839335748608372,2.547386763161433,0.7716833984053924,1.0,21,3.0,18.0,339.0,1500.0,"['STAT5B', 'MBIP', 'SPTLC2']",False
95,celiac disease,regulators,,,,1.0,1.0,21,,,,,[],False
95,chronic kidney disease,regulators,,,,1.0,1.0,21,,,,,[],True
95,coronary artery disease,regulators,1.2972804084444352,0.14505967446592227,5.468042356656681,0.4771552472701246,1.0,21,2.0,19.0,138.0,1701.0,"['MTHFD1L', 'BTAF1']",True
95,inflammatory bowel disease,regulators,,,,1.0,1.0,21,,,,,[],False
95,multiple sclerosis,regulators,,,,1.0,1.0,21,,,,,[],False
95,psoriasis,regulators,,,,1.0,1.0,21,,,,,[],False
95,rheumatoid arthritis,regulators,,,,1.0,1.0,21,,,,,[],False
95,systemic lupus erythematosus,regulators,,,,1.0,1.0,21,,,,,[],False
95,asthma,regulators,1.3075109543817982,0.14619385474299057,5.511785858916843,0.47328788772194164,1.0,21,2.0,19.0,137.0,1702.0,"['STAT5B', 'CDK2']",False
22,type 1 diabetes mellitus,downstream_Rest,,,,1.0,1.0,9,,,,,[],False
63,Crohn's disease,regulators,,,,1.0,1.0,7,,,,,[],False
63,age-related macular degeneration,regulators,,,,1.0,1.0,7,,,,,[],True
50,atopic eczema,regulators,,,,1.0,1.0,8,,,,,[],False
50,celiac disease,regulators,,,,1.0,1.0,8,,,,,[],False
50,systemic lupus erythematosus,regulators,,,,1.0,1.0,8,,,,,[],False
50,type 1 diabetes mellitus,regulators,,,,1.0,1.0,8,,,,,[],False
50,ulcerative colitis,regulators,,,,1.0,1.0,8,,,,,[],False
48,Crohn's disease,regulators,,,,1.0,1.0,13,,,,,[],False
48,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,13,,,,,[],False
48,age-related macular degeneration,regulators,,,,1.0,1.0,13,,,,,[],True
48,ankylosing spondylitis,regulators,2.3200495807601995,0.053484076762492935,16.1320370041457,0.37120788189326925,1.0,13,1.0,12.0,64.0,1783.0,['PGS1'],False
48,asthma,regulators,1.0319871190557846,0.0239702408553279,7.070854639741827,0.6369176061662836,1.0,13,1.0,12.0,138.0,1709.0,['PPA2'],False
48,atopic eczema,regulators,,,,1.0,1.0,13,,,,,[],False
48,autoimmune disease,regulators,1.334287451249295,0.23472019825141913,5.218847290004714,0.4380869519846911,1.0,13,3.0,10.0,339.0,1508.0,"['PPA2', 'TSEN2', 'PGS1']",False
48,celiac disease,regulators,6.893052614864142,0.1547618329503859,50.57845528561505,0.14979883105789718,1.0,13,1.0,12.0,22.0,1825.0,['RTRAF'],False
48,chronic kidney disease,regulators,,,,1.0,1.0,13,,,,,[],True
48,coronary artery disease,regulators,1.0239676389194106,0.023785084980850153,7.015270641588393,0.6396602390075607,1.0,13,1.0,12.0,139.0,1708.0,['TSEN2'],True
48,inflammatory bowel disease,regulators,,,,1.0,1.0,13,,,,,[],False
48,multiple sclerosis,regulators,2.7645020037680634,0.06356503294063057,19.321307073193754,0.32395139308205423,1.0,13,1.0,12.0,54.0,1793.0,['PPA2'],False
48,psoriasis,regulators,,,,1.0,1.0,13,,,,,[],False
48,rheumatoid arthritis,regulators,1.1781671849866688,0.027342224076212864,8.085827667735133,0.5903304330137039,1.0,13,1.0,12.0,122.0,1725.0,['PGS1'],False
48,systemic lupus erythematosus,regulators,2.0833477925232717,0.048093835480399326,14.446790703544872,0.40245218770205,1.0,13,1.0,12.0,71.0,1776.0,['TSEN2'],False
48,type 1 diabetes mellitus,regulators,,,,1.0,1.0,13,,,,,[],False
50,age-related macular degeneration,regulators,,,,1.0,1.0,8,,,,,[],True
50,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,8,,,,,[],False
25,ulcerative colitis,regulators,,,,1.0,1.0,14,,,,,[],False
25,systemic lupus erythematosus,regulators,,,,1.0,1.0,14,,,,,[],False
63,ankylosing spondylitis,regulators,,,,1.0,1.0,7,,,,,[],False
63,asthma,regulators,,,,1.0,1.0,7,,,,,[],False
63,atopic eczema,regulators,,,,1.0,1.0,7,,,,,[],False
63,autoimmune disease,regulators,,,,1.0,1.0,7,,,,,[],False
63,celiac disease,regulators,,,,1.0,1.0,7,,,,,[],False
63,chronic kidney disease,regulators,,,,1.0,1.0,7,,,,,[],True
63,coronary artery disease,regulators,,,,1.0,1.0,7,,,,,[],True
63,inflammatory bowel disease,regulators,,,,1.0,1.0,7,,,,,[],False
63,multiple sclerosis,regulators,,,,1.0,1.0,7,,,,,[],False
63,psoriasis,regulators,,,,1.0,1.0,7,,,,,[],False
63,Hashimoto's thyroiditis,regulators,,,,1.0,1.0,7,,,,,[],False
63,rheumatoid arthritis,regulators,,,,1.0,1.0,7,,,,,[],False
63,type 1 diabetes mellitus,regulators,,,,1.0,1.0,7,,,,,[],False
63,ulcerative colitis,regulators,,,,1.0,1.0,7,,,,,[],False
80,age-related macular degeneration,regulators,,,,1.0,1.0,41,,,,,[],True
7,chronic kidney disease,regulators,,,,1.0,1.0,10,,,,,[],True
7,celiac disease,regulators,,,,1.0,1.0,10,,,,,[],False
80,chronic kidney disease,regulators,,,,1.0,1.0,41,,,,,[],True
7,autoimmune disease,regulators,0.4918396926177367,0.011185536855668352,3.5699781452331556,0.8696196781465622,1.0,10,1.0,9.0,341.0,1509.0,['SMG7'],False
25,age-related macular degeneration,regulators,,,,1.0,1.0,14,,,,,[],True
