gene_symbol	g2p_id	g2p_disease_name	g2p_disease_mondo	g2p_confidence	g2p_mechanism	g2p_reviewed_pmid_count	dismech_candidate_count	dismech_direct_candidate_count	best_dismech_match_class	best_dismech_file	best_dismech_disease_name	best_dismech_disease_mondo	best_match_reasons	best_shared_hpo_count	best_shared_section_reviewed_pmid_count	best_shared_disease_reviewed_pmid_count	related_direct_disorders	related_direct_match_count	row_status	curation_priority	curation_action	curation_note
ATR	G2P00004	ATR-related Seckel syndrome	MONDO:0008869	strong	loss of function	4	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ATRX	G2P00782	ATRX-related alpha-thalassemia intellectual developmental disorder syndrome non-deletion type	MONDO:0010519	definitive	loss of function	13	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
AXIN1	G2P00854	AXIN1-related caudal duplication anomaly	MONDO:0011928	limited	undetermined	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
B3GALNT2	G2P00312	B3GALNT2-related muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A	MONDO:0014071	definitive	loss of function	2	0	0						0	0	0	Dystroglycanopathy	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.
BAP1	G2P03243	BAP1-related neurodevelopmental syndrome	MONDO:0859230	moderate	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BAP1	G2P01794	BAP1-related tumor predisposition syndrome	MONDO:0013692	definitive	loss of function	8	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BBS1	G2P00428	BBS1-related Bardet-Biedl syndrome	MONDO:0008854	definitive	loss of function	7	1	0	secondary_genetic	Bardet-Biedl_Syndrome.yaml	Bardet-Biedl Syndrome	MONDO:0015229	gene_related_prefix_stripped	4	1	2		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BBS2	G2P01303	BBS2-related Bardet-Biedl syndrome	MONDO:0014432	definitive	loss of function	4	1	0	secondary_genetic	Bardet-Biedl_Syndrome.yaml	Bardet-Biedl Syndrome	MONDO:0015229	gene_related_prefix_stripped	4	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BBS2	G2P02052	BBS2-related retinitis pigmentosa	MONDO:0014692	definitive	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BCL11A	G2P00590	BCL11A-related intellectual disability		definitive	loss of function	3	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRAF	G2P00833	BRAF-related cardiofaciocutaneous syndrome	MONDO:0007265	definitive	gain of function	4	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRAF	G2P02309	BRAF-related LEOPARD syndrome	MONDO:0013380	definitive	gain of function	0	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRAF	G2P02310	BRAF-related Noonan syndrome	MONDO:0013379	definitive	gain of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRCA1	G2P01796	BRCA1-related cancer		definitive	loss of function	17	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRCA1	G2P00119	BRCA1-related Fanconi anemia	MONDO:0054748	strong	loss of function	2	1	0	secondary_genetic	Fanconi_Anemia.yaml	Fanconi_Anemia	MONDO:0019391	gene_related_prefix_stripped	0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRCA2	G2P01797	BRCA2-related cancer		definitive	loss of function	12	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRCA2	G2P00807	BRCA2-related Fanconi anemia	MONDO:0011584	definitive	loss of function	3	1	0	secondary_genetic	Fanconi_Anemia.yaml	Fanconi_Anemia	MONDO:0019391	gene_related_prefix_stripped	4	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
BRIP1	G2P00027	BRIP1-related Fanconi anemia	MONDO:0012187	definitive	loss of function	1	1	0	secondary_genetic	Fanconi_Anemia.yaml	Fanconi_Anemia	MONDO:0019391	gene_related_prefix_stripped	2	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
C1R	G2P03634	C1R-related Ehlers-Danlos syndrome, periodontal type	MONDO:0020684	definitive	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
C1S	G2P03635	C1S-related Ehlers-Danlos syndrome, periodontal type	MONDO:0014954	limited	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CACNA1A	G2P00626	CACNA1A-related epileptic encephalopathy	MONDO:0014917	strong	undetermined	7	0	0						0	0	0	CACNA1A-Related Disorder	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under CACNA1A_Related_Disorder.yaml rather than rooted directly.
CACNA1C	G2P03804	CACNA1C-related Brugada syndrome	MONDO:0000453	disputed	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CACNA1C	G2P03874	CACNA1C-related short QT syndrome	MONDO:0000453	disputed	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CACNA1C	G2P03309	CACNA1C-related Timothy syndrome	MONDO:0010979	definitive	gain of function	11	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CAV1	G2P00606	CAV1-related congenital generalized lipodystrophy	MONDO:0012923	limited	loss of function	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CBS	G2P00828	CBS-related homocystinuria due to cystathionine beta-synthase deficiency	MONDO:0009352	definitive	loss of function	11	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CCDC39	G2P01495	CCDC39-related primary ciliary dyskinesia	MONDO:0013434	definitive	loss of function	1	1	0	secondary_genetic	Primary_Ciliary_Dyskinesia.yaml	Primary_Ciliary_Dyskinesia	MONDO:0016575	gene_related_prefix_stripped	0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CCDC40	G2P01571	CCDC40-related primary ciliary dyskinesia	MONDO:0013435	definitive	loss of function	1	1	0	secondary_genetic	Primary_Ciliary_Dyskinesia.yaml	Primary_Ciliary_Dyskinesia	MONDO:0016575	gene_related_prefix_stripped	0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CCNO	G2P01049	CCNO-related primary ciliary dyskinesia	MONDO:0014378	definitive	loss of function	15	1	0	secondary_genetic	Primary_Ciliary_Dyskinesia.yaml	Primary_Ciliary_Dyskinesia	MONDO:0016575	gene_related_prefix_stripped	0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CDH1	G2P01974	CDH1-related blepharo-cheiro-dontic syndrome	MONDO:0054740	definitive	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CDH1	G2P01798	CDH1-related gastric cancer, familial diffuse, with or without cleft lip and/or palate	MONDO:0100488	definitive	loss of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CDKL5	G2P01596	CDKL5-related epileptic encephalopathy, early infantile	MONDO:0010396	definitive	loss of function	11	0	0						0	0	0	Epilepsy	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Epilepsy.yaml rather than rooted directly.
CDKN2A	G2P01800	CDKN2A-related melanoma, cutaneous malignant	MONDO:0007964	definitive	loss of function	17	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CHD2	G2P01420	CHD2-related epileptic encephalopathy	MONDO:0014150	definitive	loss of function	23	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CHD4	G2P01765	CHD4-related syndromic intellectual disability with or without congenital heart disease	MONDO:0014946	definitive	loss of function	5	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CHRNA1	G2P01593	CHRNA1-related multiple pterygium syndrome lethal type	MONDO:0009668	strong	loss of function	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CIC	G2P01452	CIC-related neurodevelopmental disorder	MONDO:0030910	strong	loss of function	3	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL1A1	G2P02312	COL1A1-related arthrochalasia Ehlers-Danlos syndrome	MONDO:0007525	definitive	dominant negative	3	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL1A1	G2P00575	COL1A1-related Caffey disease	MONDO:0007244	definitive	undetermined	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL1A1	G2P02479	COL1A1-related classical Ehlers Danlos syndrome	MONDO:0007522	definitive	dominant negative	4	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL1A1	G2P00021	COL1A1-related osteogenesis imperfecta spectrum	MONDO:0008148	definitive	dominant negative	41	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL2A1	G2P00168	COL2A1-related achondrogenesis	MONDO:0008702	definitive	dominant negative	7	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL2A1	G2P00037	COL2A1-related Kniest dysplasia	MONDO:0007987	definitive	dominant negative	9	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL2A1	G2P01348	COL2A1-related spondyloepimetaphyseal dysplasia, Strudwick type	MONDO:0008476	definitive	dominant negative	5	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL2A1	G2P01513	COL2A1-related spondyloepiphyseal dysplasia congenita	MONDO:0008471	definitive	undetermined	16	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL2A1	G2P03087	COL2A1-related spondyloepiphyseal dysplasia congenita	MONDO:0008471	definitive	undetermined	8	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL2A1	G2P00798	COL2A1-related Stickler syndrome, non-syndromic ocular	MONDO:0012287	definitive	loss of function	17	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL3A1	G2P02313	COL3A1-related Ehlers-Danlos syndrome	MONDO:0007524	definitive	dominant negative	24	1	0	secondary_genetic	Ehlers-Danlos_Syndrome.yaml	Ehlers-Danlos Syndrome	MONDO:0020066	gene_related_prefix_stripped	2	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL5A1	G2P02435	COL5A1-related classical Ehlers Danlos syndrome	MONDO:0020066	definitive	loss of function	4	1	0	secondary_genetic	Ehlers-Danlos_Syndrome.yaml	Ehlers-Danlos Syndrome	MONDO:0020066	exact_mondo	3	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
COL5A2	G2P02480	COL5A2-related Ehlers-Danlos syndrome, classic type	MONDO:0020066	definitive	dominant negative	2	1	0	secondary_genetic	Ehlers-Danlos_Syndrome.yaml	Ehlers-Danlos Syndrome	MONDO:0020066	exact_mondo	2	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CPS1	G2P01156	CPS1-related carbamoyl phosphate synthetase 1 deficiency	MONDO:0009376	definitive	loss of function	5	1	0	pathophysiology_only	Carbamoyl_Phosphate_Synthetase_I_Deficiency.yaml	Carbamoyl Phosphate Synthetase I Deficiency	MONDO:0009376	exact_mondo	7	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CRPPA	G2P00716	CRPPA-related Walker-Warburg syndrome	MONDO:0013835	definitive	loss of function	5	0	0						0	0	0	Dystroglycanopathy	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.
CSNK2B	G2P02855	CSNK2B-related Poirier-Bienvenu neurodevelopmental syndrome	MONDO:0032889	definitive	loss of function	10	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CSPP1	G2P01118	CSPP1-related Joubert syndrome with or without Jeune asphyxiating thoracic dystrophy	MONDO:0014288	definitive	loss of function	5	0	0						0	0	0	Joubert syndrome	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Joubert_syndrome.yaml rather than rooted directly.
CTCF	G2P00485	CTCF-related intellectual disability		definitive	loss of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CTNNB1	G2P01998	CTNNB1-related exudative vitreoretinopathy	MONDO:0019516	definitive	loss of function	2	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CTNNB1	G2P01263	CTNNB1-related intellectual developmental disorder		definitive	loss of function	7	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CTSB	G2P03662	CTSB-related keratolytic winter erythema	MONDO:0007854	limited	undetermined	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CXCR4	G2P02519	CXCR4-related warts, hypogammaglobulinaemia, infections and myelokathexis syndrome	MONDO:8000006	definitive	dominant negative	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CYBB	G2P02464	CYBB-related chronic granulomatous disease	MONDO:0010600	definitive	loss of function	3	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
CYP24A1	G2P01762	CYP24A1-related 1,25-dihydroxyvitamin D-resistant rickets	MONDO:0020739	limited	loss of function	1	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
D2HGDH	G2P01692	D2HGDH-related D-2-hydroxyglutaric aciduria	MONDO:0024554	limited	loss of function	1	1	0	pathophysiology_only	D-2-Hydroxyglutaric_Aciduria.yaml	D-2-Hydroxyglutaric Aciduria	MONDO:0010924	gene_related_prefix_stripped	5	1	1		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
DAG1	G2P02436	DAG1-related congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies	MONDO:0014683	definitive	loss of function	4	0	0						0	0	0	Dystroglycanopathy	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.
DAG1	G2P00925	DAG1-related muscular dystrophy-dystroglycanopathy limb-girdle	MONDO:0013440	definitive	undetermined	1	0	0						0	0	0	Dystroglycanopathy	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.
DDX3X	G2P02840	DDX3X-related intellectual developmental disorder		definitive	undetermined	3	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
DDX3X	G2P00498	DDX3X-related intellectual disability	MONDO:0010497	definitive	loss of function	11	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
DEPDC5	G2P00304	DEPDC5-related familial focal epilepsy with variable foci	MONDO:0024556	definitive	loss of function	6	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
DLD	G2P01256	DLD-related dihydrolipoamide dehydrogenase E3 deficiency	MONDO:0009529	definitive	loss of function	2	0	0						0	0	0	Maple Syrup Urine Disease	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Maple_Syrup_Urine_Disease.yaml rather than rooted directly.
DMPK	G2P00113	DMPK-related dystrophia myotonica	MONDO:0008056	definitive	dominant negative	5	1	0	secondary_genetic	Myotonic_Dystrophy_Type_1.yaml	Myotonic Dystrophy Type 1	MONDO:0008056	exact_mondo	3	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
DNAH5	G2P02007	DNAH5-related primary ciliary dyskinesia	MONDO:0012085	strong	loss of function	19	1	0	secondary_genetic	Primary_Ciliary_Dyskinesia.yaml	Primary_Ciliary_Dyskinesia	MONDO:0016575	gene_related_prefix_stripped	2	1	1		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
DPF2	G2P02439	DPF2-related Coffin-Siris like disorder	MONDO:0054831	strong	dominant negative	2	0	0						0	0	0	Coffin-Siris syndrome	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Coffin_Siris_Syndrome.yaml rather than rooted directly.
DPM1	G2P01296	DPM1-related congenital disorder of glycosylation	MONDO:0012123	definitive	loss of function	2	0	0						0	0	0	Dystroglycanopathy	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.
DPM3	G2P00301	DPM3-related congenital disorder of glycosylation	MONDO:0013049	strong	loss of function	2	0	0						0	0	0	Dystroglycanopathy	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Dystroglycanopathy.yaml rather than rooted directly.
DST	G2P02397	DST-related neuropathy, hereditary sensory and autonomic	MONDO:0013839	limited	undetermined	2	0	0						0	0	0	Epidermolysis Bullosa Simplex	1	EMBEDDED_NOT_ROOTED	MEDIUM	DECIDE_IF_EMBEDDED_CONCEPT_NEEDS_ROOT	Concept is currently embedded under Epidermolysis_Bullosa_Simplex.yaml rather than rooted directly.
DTNBP1	G2P02690	DTNBP1-related Hermansky-Pudlak syndrome	MONDO:0013559	definitive	loss of function	3	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
DYRK1A	G2P01160	DYRK1A-related intellectual developmental disorder	MONDO:0013578	definitive	loss of function	12	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
ECEL1	G2P00880	ECEL1-related arthrogryposis, distal	MONDO:0014028	definitive	loss of function	12	0	0						0	0	0		0	EMBEDDED_NOT_ROOTED	MEDIUM	REVIEW_NON_ROOT_GENE_MENTION	Gene appears only in non-root mechanistic or secondary contexts.
