cosine	suggested_conforms_to	node	nearest_labelled_node
0.712	glaucoma_optic_neuropathy#Retinal Ganglion Cell Apoptosis	Achoo_Syndrome::Optic-Trigeminal Cross-Activation	Glaucoma::Retinal Ganglion Cell Death
0.712	complex_iv_assembly_deficiency#Lactic Acidosis and Metabolic Decompensation	Pyruvate_Dehydrogenase_Deficiency::Congenital lactic acidosis	SURF1-Related_Leigh_Syndrome::Lactic Acidosis from Reduced Oxidative Metabolism
0.711	cardiomyopathy_maladaptive_remodeling#Ventricular Remodeling	Primary_Sclerosing_Cholangitis::Bile Duct Inflammation and Fibrosis	Dilated_Cardiomyopathy::Myocardial Fibrosis
0.711	fame_pentanucleotide_repeat_rna_toxicity#Cortical Hyperexcitability and Seizure Susceptibility	Epilepsy::Cortical Circuit Hard-Wiring	Pentanucleotide_Repeat_Familial_Adult_Myoclonus_Epilepsy::Cortical hyperexcitability and seizure susceptibility
0.711	ciliopathy_dysfunction#Impaired Hedgehog Signal Transduction	PKP2_Cardiomyopathy::Wnt/Beta-Catenin Signaling Suppression	Nephronophthisis::Impaired Cell Signaling
0.711	cerebellar_purkinje_degeneration#Purkinje Neuron Degeneration	Lichtenstein-Knorr_Syndrome::Selective neuronal vulnerability and neurodegeneration	Autosomal_Dominant_Cerebellar_Ataxia_Type_III::Purkinje Cell Degeneration and Cerebellar Cortical Atrophy
0.711	hepatic_steatosis_lipotoxicity#Lipotoxic Stress and Organelle Dysfunction	Hemochromatosis::Hepatic Iron Toxicity	Alcoholic_Liver_Disease::Alcohol metabolism and cellular stress
0.711	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Paraneoplastic_Neurological_Syndromes::Multifocal Neurological Dysfunction	Machado_Joseph_Disease::Multifocal neurodegeneration
0.710	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	Otopalatodigital_Spectrum_Disorders::FLNA Gain-of-Function and Cytoskeletal Signaling Dysregulation	Crouzon_Syndrome_with_Acanthosis_Nigricans::FGFR3 A391E Gain-of-Function
0.710	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Cleidocranial_Dysplasia::RUNX2 Haploinsufficiency and Osteoblast Differentiation Failure	Apert_Syndrome::Enhanced osteoblast differentiation and matrix mineralization in cranial suture mesenchyme
0.710	epilepsy_excitation_inhibition_imbalance#Excitation-Inhibition Imbalance	Coffin_Siris_Syndrome::Cortical interneuron deficiency from ARID1B haploinsufficiency	Epilepsy::Neuronal Hyperexcitability
0.710	immune_checkpoint_blockade#Anti-Tumor T Cell Response	MOGAD::Antibody-Dependent Cellular Cytotoxicity	MSI_High_Colorectal_Cancer::Neoantigen-Driven Immune Response
0.710	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	NARP_syndrome::Reduced mitochondrial ATP production	Huntington_Disease::Mitochondrial Dysfunction
0.710	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Silent_Sinus_Syndrome::Negative-Pressure Bone Remodeling	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.710	pulmonary_vascular_remodeling#Obstructive Pulmonary Vascular Remodeling	Splenic_Artery_Aneurysm::Pregnancy-associated portal-flow and hormonal stress	Heritable_Pulmonary_Arterial_Hypertension::Occlusive pulmonary vascular remodeling and increased resistance
0.710	complex_iv_assembly_deficiency#Lactic Acidosis and Metabolic Decompensation	Peroxisome_Biogenesis_Disorder::Deficiency of Essential Compounds	SURF1-Related_Leigh_Syndrome::Lactic Acidosis from Reduced Oxidative Metabolism
0.710	hepatic_steatosis_lipotoxicity#Lipotoxic Stress and Organelle Dysfunction	Isovaleric_Acidemia::Catabolic acute metabolic decompensation	Alcoholic_Liver_Disease::Alcohol metabolism and cellular stress
0.710	ciliopathy_dysfunction#Photoreceptor Connecting Cilium Degeneration	Achromatopsia::Cone CNG Channel Dysfunction	Alstrom_Syndrome::Photoreceptor Degeneration
0.710	immune_checkpoint_blockade#Adaptive Immune Resistance	Wiskott_Aldrich_Syndrome::Immune dysregulation with autoimmunity and malignancy risk	Hepatocellular_Carcinoma::Immune Evasion and Immunosuppressive Microenvironment
0.710	cardiac_ion_channel_repolarization#Altered Action Potential and Calcium Handling	Tuberous_Sclerosis_Complex::Cardiac Rhabdomyoma Formation	Timothy_Syndrome::Delayed cardiomyocyte repolarization and ventricular arrhythmia substrate
0.710	osteoarthritis_cartilage_degradation#Matrix-Degrading Enzyme Upregulation	Pycnodysostosis::Cathepsin K Deficiency in Osteoclasts	Osteoarthritis::Cartilage Matrix Catabolism
0.710	intestinal_barrier_dysfunction#Epithelial Stress and Injury	Cervical_Adenocarcinoma::HPV E6/E7-Mediated Oncogenesis in Glandular Epithelium	Chemotherapy_Induced_Diarrhea::Crypt stem/progenitor apoptosis and epithelial injury
0.710	immune_checkpoint_blockade#Adaptive Immune Resistance	MHC_Class_II_Deficiency::CD4 T-cell selection and helper-function impairment	Plasma_Cell_Neoplasm::Immune Evasion and T-Cell Exhaustion
0.710	rtk_grb2_signaling_adaptation#RAS-MAPK and PI3K-AKT Proliferation Output	Hepatocellular_Carcinoma::PI3K/AKT/mTOR Pathway Activation	HER2_Positive_Breast_Cancer::Downstream Oncogenic Signaling
0.709	cardiac_ion_channel_repolarization#Cardiac Ion-Channel or Calcium-Handling Variant	Agenesis_of_the_Corpus_Callosum_with_Peripheral_Neuropathy::Impaired neuronal potassium-chloride cotransport and cell-volume regulation	Long_QT_Syndrome::Reduced Repolarizing Potassium Current
0.709	fibrotic_response#Tissue Injury	Hereditary_Pulmonary_Alveolar_Proteinosis::Alveolar surfactant and proteinaceous material accumulation	Idiopathic_Pulmonary_Fibrosis::Repetitive alveolar epithelial injury and aberrant repair
0.709	sensorineural_hair_cell_loss#Hair Cell Mechanotransduction Failure and Death	Hereditary_Elliptocytosis::Weakened Horizontal Cytoskeletal Associations	MYO6_Hearing_Loss::Stereocilia Dysfunction in Cochlear Hair Cells
0.709	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Sclerosteosis::Unopposed Wnt/Beta-Catenin Osteoblast Activation	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.709	er_protein_storage_disease#Hepatic Protein Aggregation	Polycystic_Ovary_Syndrome::Oxidative and Endoplasmic Reticulum Stress	Alpha_1_Antitrypsin_Deficiency::Hepatic Protein Aggregation
0.709	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Multiple_Acyl-CoA_Dehydrogenase_Deficiency::Oxidative stress and apoptosis in neuronal cells	Huntington_Disease::Medium Spiny Neuron Degeneration
0.709	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	SETBP1_Disorder::Disrupted neurodevelopmental transcriptional programs	Huntington_Disease::Medium Spiny Neuron Degeneration
0.709	complex_iv_assembly_deficiency#Impaired Terminal Electron Transfer and ATP Synthesis	NARP_syndrome::Mitochondrial complex V assembly defect	COX10-Related_COX_Deficiency::Impaired Terminal Electron Transfer and ATP Synthesis
0.709	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Hypophosphatasia::Skeletal and dentoalveolar mineralization failure	Apert_Syndrome::Enhanced osteoblast differentiation and matrix mineralization in cranial suture mesenchyme
0.709	rtk_grb2_signaling_adaptation#RAS-MAPK and PI3K-AKT Proliferation Output	Houge-Janssens_Syndrome::Overactivation of growth-promoting kinase pathways	HER2_Positive_Breast_Cancer::Downstream Oncogenic Signaling
0.709	intestinal_barrier_dysfunction#Paracellular Barrier Leak	Crohn_Disease::Intestinal Barrier Dysfunction	Chemotherapy_Induced_Diarrhea::Paracellular barrier leak and mucosal break formation
0.709	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Myalgic_Encephalomyelitis_Chronic_Fatigue_Syndrome::Exertion-Triggered Skeletal Muscle Disturbance	Huntington_Disease::Mitochondrial Dysfunction
0.709	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	Infantile_Myofibromatosis::Constitutive PDGFRB Signaling	Hypochondroplasia::FGFR3 constitutive activation
0.709	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	ALG12_Congenital_Disorder_of_Glycosylation::Renal and skeletal developmental involvement	Jeune_Asphyxiating_Thoracic_Dystrophy::Renal Cystogenesis
0.709	ciliopathy_dysfunction#Impaired Hedgehog Signal Transduction	Triple_Negative_Breast_Cancer::Loss of Hormone Receptor Signaling	Nephronophthisis::Impaired Cell Signaling
0.709	immune_checkpoint_blockade#Adaptive Immune Resistance	Anal_Canal_Carcinoma::E7 Oncoprotein-Mediated pRB Inactivation	Anal_Canal_Carcinoma::Adaptive Immune Resistance
0.708	hypothyroidism_thyroid_hormone_deficiency#Thyroid Hormone Insufficiency	BRAF_Mutant_Thyroid_Cancer::BRAF V600E Constitutive Activation	Congenital_Hypothyroidism::Defective Thyroid Hormone Biosynthesis
0.708	cerebellar_purkinje_degeneration#Purkinje Neuron Degeneration	Autosomal_Dominant_Cerebellar_Ataxia_Type_I::Repeat Expansion and Polyglutamine Toxic Gain-of-Function	Autosomal_Dominant_Cerebellar_Ataxia_Type_III::Purkinje Cell Degeneration and Cerebellar Cortical Atrophy
0.708	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Costello_Syndrome::Cardiac mitochondrial bioenergetic dysfunction	Huntington_Disease::Mitochondrial Dysfunction
0.708	meiotic_prophase_failure#Somatic DNA Repair Deficiency and Cancer Predisposition	Bloom_Syndrome::Somatic mutation accumulation and cancer predisposition	MCM9-related_gametogenic_failure::Somatic genome instability with polyposis and cancer predisposition
0.708	cardiac_ion_channel_repolarization#Cardiac Ion-Channel or Calcium-Handling Variant	Bartter_Syndrome::Compensatory Distal Sodium Reabsorption and Potassium Wasting	Long_QT_Syndrome::Reduced Repolarizing Potassium Current
0.708	peripheral_axonal_degeneration#Distal Axonal Degeneration and Demyelination	Neuronal_Ceroid_Lipofuscinosis_7::Abnormal neuronal mitochondria accumulation	Charcot-Marie-Tooth_Disease::Axonal Degeneration in CMT2
0.708	immune_checkpoint_blockade#Adaptive Immune Resistance	Contact_Dermatitis::Breakdown of regulatory T-cell-mediated hapten tolerance	Plasma_Cell_Neoplasm::Immune Evasion and T-Cell Exhaustion
0.708	glaucoma_optic_neuropathy#Retinal Ganglion Cell Apoptosis	Warburg_Micro_Syndrome::Ocular developmental abnormality	Glaucoma::Retinal Ganglion Cell Death
0.708	immune_checkpoint_blockade#Adaptive Immune Resistance	Anti-NMDA_Receptor_Encephalitis::Triggered Anti-GluN1 Autoimmunity	Laryngeal_Squamous_Cell_Carcinoma::Immune Evasion
0.708	rtk_grb2_signaling_adaptation#Activated RTK Phosphotyrosine Docking	Schwannoma::Receptor Tyrosine Kinase and RAS-MAPK Activation	HER2_Positive_Breast_Cancer::Constitutive Receptor Activation
0.707	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Cowden_Syndrome::Neurodevelopmental Cortical Dysfunction	Machado_Joseph_Disease::Multifocal neurodegeneration
0.707	intestinal_barrier_dysfunction#Epithelial Stress and Injury	Clostridioides_difficile_Infection::Epithelial Cell Death and Barrier Disruption	Chemotherapy_Induced_Diarrhea::Crypt stem/progenitor apoptosis and epithelial injury
0.707	intestinal_barrier_dysfunction#Epithelial Stress and Injury	Classic_Familial_Adenomatous_Polyposis::Germline APC loss-of-function predisposition	Chemotherapy_Induced_Diarrhea::Crypt stem/progenitor apoptosis and epithelial injury
0.707	ciliopathy_dysfunction#Impaired Hedgehog Signal Transduction	COPA_Syndrome::Constitutive type I interferon signaling	Nephronophthisis::Impaired Cell Signaling
0.707	intestinal_barrier_dysfunction#Epithelial Stress and Injury	Vulvar_Adenocarcinoma::Intestinal Differentiation Program	Chemotherapy_Induced_Diarrhea::Crypt stem/progenitor apoptosis and epithelial injury
0.707	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Autosomal_Recessive_Osteopetrosis::Vacuolar Proton Pump Deficiency in Osteoclasts	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.707	intestinal_barrier_dysfunction#Epithelial Stress and Injury	Juvenile_Polyposis_Syndrome::Abnormal epithelial-mesenchymal crosstalk and epithelial homeostasis failure	Chemotherapy_Induced_Diarrhea::Crypt stem/progenitor apoptosis and epithelial injury
0.707	fame_pentanucleotide_repeat_rna_toxicity#Cortical Hyperexcitability and Seizure Susceptibility	Noonan_Syndrome::Cortical Layer Development Abnormalities	Pentanucleotide_Repeat_Familial_Adult_Myoclonus_Epilepsy::Cortical hyperexcitability and seizure susceptibility
0.707	glaucoma_optic_neuropathy#Retinal Ganglion Cell Apoptosis	Spaceflight_Associated_Neuro-Ocular_Syndrome::Elevated Intracranial Pressure	Glaucoma::Retinal Ganglion Cell Death
0.706	rtk_grb2_signaling_adaptation#Activated RTK Phosphotyrosine Docking	Neurosarcoidosis::Antigen Presentation and Th1-Th17 Activation	HER2_Positive_Breast_Cancer::Constitutive Receptor Activation
0.706	cardiac_ion_channel_repolarization#Altered Action Potential and Calcium Handling	Hypertrophic_Cardiomyopathy::Sarcomere Protein Mutations	Timothy_Syndrome::Delayed cardiomyocyte repolarization and ventricular arrhythmia substrate
0.706	neural_crest_melanocyte_deficiency#Melanoblast Migration and Survival Defect	Meningeal_Melanocytoma::Leptomeningeal Melanocytic Tumor Formation	SOX10_Neurocristopathy_Spectrum::Melanocyte lineage failure
0.706	pulmonary_vascular_remodeling#Obstructive Pulmonary Vascular Remodeling	Hereditary_Arterial_and_Articular_Multiple_Calcification_Syndrome::NT5E/CD73 loss impairs extracellular adenosine generation	Heritable_Pulmonary_Arterial_Hypertension::Occlusive pulmonary vascular remodeling and increased resistance
0.706	meiotic_prophase_failure#Pachytene Checkpoint Arrest and Germ Cell Apoptosis	Hairy_Cell_Leukemia::Apoptosis resistance of leukemic hairy cells	STAG3-related_gametogenic_failure::Prophase I meiotic arrest and germ cell apoptosis
0.706	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Gorham-Stout_disease::Progressive osteolysis	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.706	fibrotic_response#Inflammatory Recruitment and Amplification	Heritable_Pulmonary_Arterial_Hypertension::Perivascular inflammation and immune amplification	Idiopathic_Pulmonary_Fibrosis::Profibrotic macrophage recruitment and amplification
0.706	ciliopathy_dysfunction#Renal Tubular Cystic and Fibrotic Disease	Liddle_Syndrome::Renal potassium wasting	Nephronophthisis::Renal Cyst Formation
0.706	fibrotic_response#Mesenchymal Cell Activation	Crohn_Disease::Myeloid-Stromal Cell Crosstalk	IgG4-Related_Disease::Storiform Fibrosis
0.706	polyglutamine_expansion_proteotoxicity#Transcriptional Dysregulation	Wiedemann-Steiner_Syndrome::Transcriptomic and Synaptic Dysregulation in Neurons	Huntington_Disease::Transcriptional Dysregulation
0.706	lysosomal_substrate_accumulation#Lysosomal Substrate Accumulation	Gaucher_Disease::Gaucher Cell Formation	Gaucher_Disease::Glucocerebroside Accumulation in Macrophages
0.706	epilepsy_excitation_inhibition_imbalance#Excitation-Inhibition Imbalance	Hypotonia-Cystinuria_Syndrome::PREPL-related neuromuscular transmission defect	Epilepsy::Neuronal Hyperexcitability
0.705	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	Nijmegen_breakage_syndrome::Neuronal apoptosis	Spinocerebellar_Ataxia_Type_17::Cerebellar Purkinje cell degeneration
0.705	immune_checkpoint_blockade#Adaptive Immune Resistance	Glanders::Intracellular macrophage survival and T6SS-1 actin-based spread	Anaplastic_Thyroid_Carcinoma::Adaptive Immune Resistance and Immunosuppressive Microenvironment
0.705	lysosomal_substrate_accumulation#Lysosomal Substrate Accumulation	Fucosidosis::Fucose-rich glycoconjugate lysosomal storage	Fabry_Disease::Lysosomal Gb3 and lyso-Gb3 accumulation
0.705	ciliopathy_dysfunction#Impaired Hedgehog Signal Transduction	Polycystic_Ovary_Syndrome::Intrinsic Post-Receptor Insulin Signaling Defect	Nephronophthisis::Impaired Cell Signaling
0.705	corticotroph_egfr_pomc_acth_activation#Increased POMC transcriptional activation	Burkitt_Lymphoma::MYC Translocation and Oncogene Activation	USP8-related_pituitary_adenoma_4::Increased POMC transcriptional activation
0.705	immune_checkpoint_blockade#Adaptive Immune Resistance	Susac_Syndrome::Humoral microvascular autoimmunity	Anaplastic_Thyroid_Carcinoma::Adaptive Immune Resistance and Immunosuppressive Microenvironment
0.705	aortopathy_tgfbeta_dysregulation#TGF-beta Signaling Dysregulation	Mycosis_Fungoides::TCR/PLCG1 Signaling Deregulation	Marfan_Syndrome::Dysregulated TGF-beta Signaling
0.705	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	Kosaki_Overgrowth_Syndrome::Constitutive PDGFRB Activation	Hypochondroplasia::FGFR3 constitutive activation
0.705	fgfr_gain_of_function_skeletal_dysplasia#Constitutive FGFR Activation	Penttinen_Premature_Aging_Syndrome::Constitutive PDGFRB Activation	Hypochondroplasia::FGFR3 constitutive activation
0.705	polyglutamine_expansion_proteotoxicity#Selective Neuronal Dysfunction and Loss	pseudotumor_cerebri::CGRP-mediated trigeminovascular headache signaling	Huntington_Disease::Medium Spiny Neuron Degeneration
0.705	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Osteoporosis::Bone Remodeling Imbalance	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.704	fibrotic_response#Inflammatory Recruitment and Amplification	Panuveitis::Pan-uveal intraocular inflammation	Idiopathic_Pulmonary_Fibrosis::Profibrotic macrophage recruitment and amplification
0.704	fgfr_gain_of_function_skeletal_dysplasia#Cranial Suture Osteogenic Acceleration	Oculodentodigital_Dysplasia::Craniofacial, dental, and limb developmental anomalies	Pfeiffer_Syndrome::Accelerated cranial suture osteogenesis
0.704	polyglutamine_expansion_proteotoxicity#Mitochondrial and Bioenergetic Dysfunction	Succinic_Semialdehyde_Dehydrogenase_Deficiency::Oxidative and Mitochondrial Stress	Huntington_Disease::Mitochondrial Dysfunction
